ensembleID,gene_name,cluster,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
ENSG00000111679,PTPN6,CD14_CD16_monocytes,0,0.476728584,0.723,0.486,0
ENSG00000160712,IL6R,CD14_CD16_monocytes,0,0.474821792,0.323,0.128,0
ENSG00000124942,AHNAK,CD14_CD16_monocytes,0,0.474682525,0.843,0.684,0
ENSG00000180304,OAZ2,CD14_CD16_monocytes,0,0.474479039,0.249,0.072,0
ENSG00000100106,TRIOBP,CD14_CD16_monocytes,0,0.47405782,0.244,0.065,0
ENSG00000144118,RALB,CD14_CD16_monocytes,0,0.474011298,0.259,0.084,0
ENSG00000243317,STMP1,CD14_CD16_monocytes,0,0.473139851,0.512,0.278,0
ENSG00000185507,IRF7,CD14_CD16_monocytes,0,0.472126638,0.36,0.171,0
ENSG00000152804,HHEX,CD14_CD16_monocytes,0,0.471634429,0.231,0.05,0
ENSG00000101182,PSMA7,CD14_CD16_monocytes,0,0.471397427,0.726,0.568,0
ENSG00000119917,IFIT3,CD14_CD16_monocytes,0,0.470663386,0.147,0.032,0
ENSG00000126246,IGFLR1,CD14_CD16_monocytes,0,0.470636098,0.373,0.222,0
ENSG00000049860,HEXB,CD14_CD16_monocytes,0,0.470412988,0.336,0.139,0
ENSG00000179094,PER1,CD14_CD16_monocytes,0,0.470025358,0.256,0.09,0
ENSG00000112062,MAPK14,CD14_CD16_monocytes,0,0.468471315,0.29,0.126,0
ENSG00000126860,EVI2A,CD14_CD16_monocytes,0,0.466969553,0.316,0.13,0
ENSG00000169976,SF3B5,CD14_CD16_monocytes,0,0.465393755,0.584,0.408,0
ENSG00000114450,GNB4,CD14_CD16_monocytes,0,0.465155878,0.202,0.027,0
ENSG00000091317,CMTM6,CD14_CD16_monocytes,0,0.464895844,0.498,0.272,0
ENSG00000121060,TRIM25,CD14_CD16_monocytes,0,0.46416752,0.237,0.07,0
ENSG00000164096,C4orf3,CD14_CD16_monocytes,0,0.464073802,0.638,0.488,0
ENSG00000141367,CLTC,CD14_CD16_monocytes,0,0.463937796,0.412,0.2,0
ENSG00000117448,AKR1A1,CD14_CD16_monocytes,0,0.46368891,0.404,0.207,0
ENSG00000162772,ATF3,CD14_CD16_monocytes,0,0.463572961,0.136,0.036,0
ENSG00000013583,HEBP1,CD14_CD16_monocytes,0,0.4629963,0.24,0.072,0
ENSG00000198814,GK,CD14_CD16_monocytes,0,0.462853455,0.187,0.036,0
ENSG00000138071,ACTR2,CD14_CD16_monocytes,0,0.461964925,0.702,0.521,0
ENSG00000115310,RTN4,CD14_CD16_monocytes,0,0.461945276,0.538,0.328,0
ENSG00000148655,LRMDA,CD14_CD16_monocytes,0,0.461559923,0.166,0.008,0
ENSG00000161677,JOSD2,CD14_CD16_monocytes,0,0.461056073,0.315,0.131,0
ENSG00000113732,ATP6V0E1,CD14_CD16_monocytes,0,0.46070131,0.718,0.591,0
ENSG00000057608,GDI2,CD14_CD16_monocytes,0,0.460173805,0.628,0.461,0
ENSG00000158195,WASF2,CD14_CD16_monocytes,0,0.459309847,0.599,0.401,0
ENSG00000197872,FAM49A,CD14_CD16_monocytes,0,0.459035849,0.257,0.062,0
ENSG00000176845,METRNL,CD14_CD16_monocytes,0,0.459007247,0.258,0.078,0
ENSG00000135709,KIAA0513,CD14_CD16_monocytes,0,0.458828299,0.209,0.032,0
ENSG00000131495,NDUFA2,CD14_CD16_monocytes,0,0.458106004,0.522,0.325,0
ENSG00000108953,YWHAE,CD14_CD16_monocytes,0,0.4579111,0.447,0.228,0
ENSG00000106400,ZNHIT1,CD14_CD16_monocytes,0,0.457884885,0.473,0.273,0
ENSG00000106803,SEC61B,CD14_CD16_monocytes,0,0.457322532,0.668,0.482,0
ENSG00000048828,FAM120A,CD14_CD16_monocytes,0,0.456734429,0.39,0.182,0
ENSG00000184924,PTRHD1,CD14_CD16_monocytes,0,0.456072727,0.371,0.184,0
ENSG00000140368,PSTPIP1,CD14_CD16_monocytes,0,0.455941374,0.464,0.255,0
ENSG00000130303,BST2,CD14_CD16_monocytes,0,0.45583875,0.61,0.436,0
ENSG00000137486,ARRB1,CD14_CD16_monocytes,0,0.455696578,0.306,0.092,0
NA,FAM45A,CD14_CD16_monocytes,0,0.455689626,0.157,0.019,0
ENSG00000198189,HSD17B11,CD14_CD16_monocytes,0,0.455191282,0.418,0.244,0
ENSG00000131174,COX7B,CD14_CD16_monocytes,0,0.455135585,0.575,0.403,0
ENSG00000011198,ABHD5,CD14_CD16_monocytes,0,0.45497203,0.228,0.067,0
ENSG00000283839,AC096667.1,CD14_CD16_monocytes,0,0.453911679,0.144,0.009,0
ENSG00000101150,TPD52L2,CD14_CD16_monocytes,0,0.453670214,0.304,0.131,0
ENSG00000184922,FMNL1,CD14_CD16_monocytes,0,0.45350587,0.642,0.438,0
ENSG00000137177,KIF13A,CD14_CD16_monocytes,0,0.4532343,0.168,0.016,0
ENSG00000101916,TLR8,CD14_CD16_monocytes,0,0.45190253,0.17,0.011,0
ENSG00000156587,UBE2L6,CD14_CD16_monocytes,0,0.451819881,0.531,0.382,0
ENSG00000054967,RELT,CD14_CD16_monocytes,0,0.451204636,0.221,0.049,0
ENSG00000019169,MARCO,CD14_CD16_monocytes,0,0.450663983,0.164,0.008,0
ENSG00000033627,ATP6V0A1,CD14_CD16_monocytes,0,0.448993019,0.184,0.024,0
ENSG00000139132,FGD4,CD14_CD16_monocytes,0,0.448087969,0.187,0.017,0
ENSG00000125611,CHCHD5,CD14_CD16_monocytes,0,0.447587488,0.34,0.164,0
ENSG00000005893,LAMP2,CD14_CD16_monocytes,0,0.44750411,0.297,0.118,0
ENSG00000171860,C3AR1,CD14_CD16_monocytes,0,0.447014253,0.187,0.034,0
ENSG00000257923,CUX1,CD14_CD16_monocytes,0,0.446655423,0.393,0.162,0
ENSG00000137965,IFI44,CD14_CD16_monocytes,0,0.443831199,0.2,0.053,0
ENSG00000134698,AGO4,CD14_CD16_monocytes,0,0.443204917,0.226,0.059,0
ENSG00000183688,RFLNB,CD14_CD16_monocytes,0,0.442319003,0.186,0.058,0
ENSG00000129657,SEC14L1,CD14_CD16_monocytes,0,0.441485044,0.306,0.111,0
ENSG00000175471,MCTP1,CD14_CD16_monocytes,0,0.441292669,0.224,0.032,0
ENSG00000214026,MRPL23,CD14_CD16_monocytes,0,0.441113416,0.243,0.074,0
ENSG00000143771,CNIH4,CD14_CD16_monocytes,0,0.440451575,0.283,0.145,0
ENSG00000143537,ADAM15,CD14_CD16_monocytes,0,0.43986422,0.24,0.064,0
ENSG00000144909,OSBPL11,CD14_CD16_monocytes,0,0.439691321,0.224,0.064,0
ENSG00000184076,UQCR10,CD14_CD16_monocytes,0,0.438202005,0.673,0.514,0
ENSG00000131236,CAP1,CD14_CD16_monocytes,0,0.436926741,0.773,0.612,0
ENSG00000105397,TYK2,CD14_CD16_monocytes,0,0.436786326,0.308,0.117,0
ENSG00000101236,RNF24,CD14_CD16_monocytes,0,0.436515886,0.212,0.057,0
ENSG00000167283,ATP5MG,CD14_CD16_monocytes,0,0.436318643,0.872,0.779,0
ENSG00000136250,AOAH,CD14_CD16_monocytes,0,0.434059747,0.477,0.201,0
ENSG00000143933,CALM2,CD14_CD16_monocytes,0,0.434058497,0.778,0.668,0
ENSG00000133106,EPSTI1,CD14_CD16_monocytes,0,0.433380823,0.277,0.12,0
ENSG00000146828,SLC12A9,CD14_CD16_monocytes,0,0.433247597,0.256,0.096,0
ENSG00000233429,HOTAIRM1,CD14_CD16_monocytes,0,0.433220863,0.244,0.079,0
ENSG00000181481,RNF135,CD14_CD16_monocytes,0,0.431720036,0.201,0.05,0
ENSG00000131143,COX4I1,CD14_CD16_monocytes,0,0.431429935,0.932,0.872,0
ENSG00000170006,TMEM154,CD14_CD16_monocytes,0,0.431342487,0.266,0.115,0
ENSG00000019582,CD74,CD14_CD16_monocytes,0,0.430694199,0.955,0.813,0
ENSG00000114978,MOB1A,CD14_CD16_monocytes,0,0.429974201,0.566,0.362,0
ENSG00000172590,MRPL52,CD14_CD16_monocytes,0,0.429607449,0.428,0.25,0
ENSG00000088986,DYNLL1,CD14_CD16_monocytes,0,0.428965262,0.606,0.391,0
ENSG00000143382,ADAMTSL4,CD14_CD16_monocytes,0,0.428878712,0.162,0.014,0
ENSG00000177731,FLII,CD14_CD16_monocytes,0,0.428491772,0.398,0.203,0
ENSG00000175826,CTDNEP1,CD14_CD16_monocytes,0,0.42822202,0.35,0.174,0
ENSG00000174886,NDUFA11,CD14_CD16_monocytes,0,0.428082925,0.672,0.52,0
ENSG00000137312,FLOT1,CD14_CD16_monocytes,0,0.427405188,0.398,0.243,0
ENSG00000196923,PDLIM7,CD14_CD16_monocytes,0,0.427062187,0.201,0.038,0
ENSG00000167468,GPX4,CD14_CD16_monocytes,0,0.426770954,0.736,0.559,0
ENSG00000266714,MYO15B,CD14_CD16_monocytes,0,0.425882209,0.221,0.052,0
ENSG00000115762,PLEKHB2,CD14_CD16_monocytes,0,0.425826223,0.34,0.154,0
ENSG00000110442,COMMD9,CD14_CD16_monocytes,0,0.425684124,0.306,0.122,0
ENSG00000060558,GNA15,CD14_CD16_monocytes,0,0.424647645,0.209,0.025,0
ENSG00000213246,SUPT4H1,CD14_CD16_monocytes,0,0.424155161,0.48,0.275,0
ENSG00000105669,COPE,CD14_CD16_monocytes,0,0.422677087,0.643,0.473,0
ENSG00000106546,AHR,CD14_CD16_monocytes,0,0.422658422,0.255,0.091,0
ENSG00000163625,WDFY3,CD14_CD16_monocytes,0,0.422174248,0.154,0.011,0
ENSG00000172081,MOB3A,CD14_CD16_monocytes,0,0.421459678,0.364,0.18,0
ENSG00000241839,PLEKHO2,CD14_CD16_monocytes,0,0.421268388,0.21,0.053,0
ENSG00000159314,ARHGAP27,CD14_CD16_monocytes,0,0.420996489,0.323,0.141,0
ENSG00000068079,IFI35,CD14_CD16_monocytes,0,0.420063618,0.345,0.177,0
ENSG00000068650,ATP11A,CD14_CD16_monocytes,0,0.419357916,0.196,0.037,0
ENSG00000119705,SLIRP,CD14_CD16_monocytes,0,0.418987756,0.351,0.166,0
ENSG00000172428,COPS9,CD14_CD16_monocytes,0,0.41860048,0.501,0.322,0
ENSG00000180370,PAK2,CD14_CD16_monocytes,0,0.418244634,0.57,0.399,0
ENSG00000155368,DBI,CD14_CD16_monocytes,0,0.418177775,0.621,0.444,0
ENSG00000049245,VAMP3,CD14_CD16_monocytes,0,0.416886917,0.245,0.088,0
ENSG00000254999,BRK1,CD14_CD16_monocytes,0,0.416506907,0.663,0.498,0
ENSG00000085871,MGST2,CD14_CD16_monocytes,0,0.415890728,0.181,0.019,0
ENSG00000127481,UBR4,CD14_CD16_monocytes,0,0.41523191,0.376,0.184,0
ENSG00000165030,NFIL3,CD14_CD16_monocytes,0,0.414084712,0.15,0.041,0
ENSG00000163466,ARPC2,CD14_CD16_monocytes,0,0.413830785,0.897,0.784,0
ENSG00000120738,EGR1,CD14_CD16_monocytes,0,0.413277255,0.223,0.095,0
ENSG00000169100,SLC25A6,CD14_CD16_monocytes,0,0.413265674,0.832,0.788,0
ENSG00000148180,GSN,CD14_CD16_monocytes,0,0.412378042,0.289,0.069,0
ENSG00000123609,NMI,CD14_CD16_monocytes,0,0.412273714,0.294,0.14,0
ENSG00000104856,RELB,CD14_CD16_monocytes,0,0.411817462,0.238,0.105,0
ENSG00000136630,HLX,CD14_CD16_monocytes,0,0.411616883,0.127,0.006,0
ENSG00000178789,CD300LB,CD14_CD16_monocytes,0,0.410870226,0.149,0.006,0
ENSG00000107099,DOCK8,CD14_CD16_monocytes,0,0.410521829,0.58,0.385,0
ENSG00000134072,CAMK1,CD14_CD16_monocytes,0,0.409970008,0.17,0.026,0
ENSG00000241163,LINC00877,CD14_CD16_monocytes,0,0.409336862,0.14,0.015,0
ENSG00000116691,MIIP,CD14_CD16_monocytes,0,0.408299054,0.296,0.132,0
ENSG00000041357,PSMA4,CD14_CD16_monocytes,0,0.407854327,0.411,0.232,0
ENSG00000033327,GAB2,CD14_CD16_monocytes,0,0.40739431,0.166,0.023,0
ENSG00000119013,NDUFB3,CD14_CD16_monocytes,0,0.40738375,0.423,0.261,0
ENSG00000134755,DSC2,CD14_CD16_monocytes,0,0.407254931,0.109,0.004,0
ENSG00000067208,EVI5,CD14_CD16_monocytes,0,0.406975867,0.176,0.025,0
ENSG00000163156,SCNM1,CD14_CD16_monocytes,0,0.406738694,0.34,0.173,0
ENSG00000168071,CCDC88B,CD14_CD16_monocytes,0,0.406436523,0.328,0.158,0
ENSG00000185482,STAC3,CD14_CD16_monocytes,0,0.406237977,0.165,0.013,0
ENSG00000128487,SPECC1,CD14_CD16_monocytes,0,0.406185289,0.199,0.036,0
ENSG00000088930,XRN2,CD14_CD16_monocytes,0,0.406045945,0.472,0.302,0
ENSG00000135506,OS9,CD14_CD16_monocytes,0,0.405511896,0.478,0.295,0
ENSG00000181381,DDX60L,CD14_CD16_monocytes,0,0.404872704,0.275,0.116,0
ENSG00000148926,ADM,CD14_CD16_monocytes,0,0.404819794,0.102,0.009,0
ENSG00000126458,RRAS,CD14_CD16_monocytes,0,0.403684991,0.224,0.075,0
ENSG00000152213,ARL11,CD14_CD16_monocytes,0,0.40366491,0.161,0.019,0
ENSG00000145494,NDUFS6,CD14_CD16_monocytes,0,0.402901346,0.491,0.313,0
ENSG00000101152,DNAJC5,CD14_CD16_monocytes,0,0.402631129,0.221,0.072,0
ENSG00000153317,ASAP1,CD14_CD16_monocytes,0,0.402408876,0.205,0.051,0
ENSG00000166548,TK2,CD14_CD16_monocytes,0,0.402347992,0.168,0.029,0
ENSG00000168264,IRF2BP2,CD14_CD16_monocytes,0,0.40194142,0.339,0.165,0
ENSG00000284930,AC005280.2,CD14_CD16_monocytes,0,0.401386592,0.114,0.005,0
ENSG00000032444,PNPLA6,CD14_CD16_monocytes,0,0.401059427,0.271,0.105,0
ENSG00000168404,MLKL,CD14_CD16_monocytes,0,0.400931763,0.204,0.048,0
ENSG00000175756,AURKAIP1,CD14_CD16_monocytes,0,0.400560403,0.516,0.353,0
ENSG00000171206,TRIM8,CD14_CD16_monocytes,0,0.400557906,0.325,0.161,0
ENSG00000157326,DHRS4,CD14_CD16_monocytes,0,0.400081401,0.307,0.135,0
ENSG00000160326,SLC2A6,CD14_CD16_monocytes,0,0.399908763,0.209,0.052,0
ENSG00000135956,TMEM127,CD14_CD16_monocytes,0,0.399562595,0.248,0.093,0
ENSG00000198886,MT-ND4,CD14_CD16_monocytes,0,0.398967112,0.925,0.927,0
ENSG00000160131,VMA21,CD14_CD16_monocytes,0,0.398829212,0.319,0.152,0
ENSG00000088827,SIGLEC1,CD14_CD16_monocytes,0,0.398095995,0.13,0.007,0
ENSG00000162302,RPS6KA4,CD14_CD16_monocytes,0,0.39736231,0.253,0.089,0
ENSG00000136279,DBNL,CD14_CD16_monocytes,0,0.397026981,0.519,0.338,0
ENSG00000099977,DDT,CD14_CD16_monocytes,0,0.39678964,0.493,0.326,0
ENSG00000108479,GALK1,CD14_CD16_monocytes,0,0.396395289,0.222,0.069,0
ENSG00000134248,LAMTOR5,CD14_CD16_monocytes,0,0.396335888,0.435,0.284,0
ENSG00000078369,GNB1,CD14_CD16_monocytes,0,0.395028927,0.533,0.357,0
ENSG00000063245,EPN1,CD14_CD16_monocytes,0,0.394198246,0.327,0.162,0
ENSG00000119522,DENND1A,CD14_CD16_monocytes,0,0.393231719,0.224,0.062,0
ENSG00000198818,SFT2D1,CD14_CD16_monocytes,0,0.393078171,0.342,0.167,0
ENSG00000139832,RAB20,CD14_CD16_monocytes,0,0.392962322,0.14,0.015,0
ENSG00000198848,CES1,CD14_CD16_monocytes,0,0.392819118,0.123,0.01,0
ENSG00000101294,HM13,CD14_CD16_monocytes,0,0.392534743,0.478,0.3,0
ENSG00000068366,ACSL4,CD14_CD16_monocytes,0,0.392234289,0.231,0.078,0
ENSG00000095383,TBC1D2,CD14_CD16_monocytes,0,0.3913102,0.173,0.026,0
ENSG00000159377,PSMB4,CD14_CD16_monocytes,0,0.391180217,0.387,0.223,0
ENSG00000175727,MLXIP,CD14_CD16_monocytes,0,0.389745435,0.275,0.106,0
ENSG00000197601,FAR1,CD14_CD16_monocytes,0,0.38958109,0.26,0.098,0
ENSG00000198833,UBE2J1,CD14_CD16_monocytes,0,0.38823731,0.357,0.198,0
ENSG00000069974,RAB27A,CD14_CD16_monocytes,0,0.388127147,0.332,0.177,0
ENSG00000111252,SH2B3,CD14_CD16_monocytes,0,0.38762791,0.246,0.078,0
ENSG00000140995,DEF8,CD14_CD16_monocytes,0,0.387168819,0.223,0.072,0
NA,C8orf59,CD14_CD16_monocytes,0,0.38701991,0.177,0.04,0
ENSG00000101421,CHMP4B,CD14_CD16_monocytes,0,0.386705779,0.36,0.209,0
ENSG00000125089,SH3TC1,CD14_CD16_monocytes,0,0.385473413,0.199,0.051,0
ENSG00000198888,MT-ND1,CD14_CD16_monocytes,0,0.385160473,0.944,0.938,0
ENSG00000099331,MYO9B,CD14_CD16_monocytes,0,0.384862433,0.433,0.246,0
ENSG00000198734,F5,CD14_CD16_monocytes,0,0.384630806,0.142,0.019,0
ENSG00000153815,CMIP,CD14_CD16_monocytes,0,0.384598195,0.314,0.1,0
ENSG00000148572,NRBF2,CD14_CD16_monocytes,0,0.384359357,0.231,0.106,0
NA,FAM198B,CD14_CD16_monocytes,0,0.384262439,0.125,0.006,0
ENSG00000260528,FAM157C,CD14_CD16_monocytes,0,0.384253882,0.132,0.016,0
ENSG00000109323,MANBA,CD14_CD16_monocytes,0,0.383662238,0.303,0.134,0
ENSG00000110422,HIPK3,CD14_CD16_monocytes,0,0.383658295,0.322,0.148,0
ENSG00000100605,ITPK1,CD14_CD16_monocytes,0,0.38356853,0.255,0.098,0
ENSG00000171115,GIMAP8,CD14_CD16_monocytes,0,0.383213871,0.26,0.107,0
ENSG00000110315,RNF141,CD14_CD16_monocytes,0,0.382428249,0.215,0.079,0
ENSG00000127954,STEAP4,CD14_CD16_monocytes,0,0.381507503,0.102,0.004,0
ENSG00000198502,HLA-DRB5,CD14_CD16_monocytes,0,0.381410763,0.529,0.303,0
ENSG00000014914,MTMR11,CD14_CD16_monocytes,0,0.380933066,0.155,0.01,0
NA,FAM96A,CD14_CD16_monocytes,0,0.38034803,0.159,0.028,0
ENSG00000135049,AGTPBP1,CD14_CD16_monocytes,0,0.379706737,0.325,0.168,0
ENSG00000111775,COX6A1,CD14_CD16_monocytes,0,0.379669348,0.771,0.657,0
ENSG00000115956,PLEK,CD14_CD16_monocytes,0,0.379484695,0.659,0.37,0
ENSG00000182095,TNRC18,CD14_CD16_monocytes,0,0.379167489,0.238,0.079,0
ENSG00000102144,PGK1,CD14_CD16_monocytes,0,0.379154507,0.697,0.57,0
ENSG00000034152,MAP2K3,CD14_CD16_monocytes,0,0.378674698,0.36,0.187,0
ENSG00000101558,VAPA,CD14_CD16_monocytes,0,0.378290545,0.507,0.36,0
ENSG00000105755,ETHE1,CD14_CD16_monocytes,0,0.378201589,0.328,0.177,0
ENSG00000123636,BAZ2B,CD14_CD16_monocytes,0,0.377996268,0.251,0.091,0
ENSG00000211450,SELENOH,CD14_CD16_monocytes,0,0.37736084,0.666,0.522,0
ENSG00000114268,PFKFB4,CD14_CD16_monocytes,0,0.377181215,0.133,0.015,0
ENSG00000185339,TCN2,CD14_CD16_monocytes,0,0.376390079,0.14,0.009,0
ENSG00000110880,CORO1C,CD14_CD16_monocytes,0,0.375662885,0.267,0.056,0
ENSG00000071054,MAP4K4,CD14_CD16_monocytes,0,0.375335889,0.329,0.188,0
ENSG00000173083,HPSE,CD14_CD16_monocytes,0,0.373646166,0.185,0.028,0
ENSG00000078902,TOLLIP,CD14_CD16_monocytes,0,0.372097241,0.248,0.1,0
ENSG00000173597,SULT1B1,CD14_CD16_monocytes,0,0.371623569,0.142,0.045,0
ENSG00000131389,SLC6A6,CD14_CD16_monocytes,0,0.37154031,0.222,0.07,0
ENSG00000132530,XAF1,CD14_CD16_monocytes,0,0.370608021,0.376,0.229,0
ENSG00000149923,PPP4C,CD14_CD16_monocytes,0,0.370386496,0.503,0.354,0
ENSG00000112149,CD83,CD14_CD16_monocytes,0,0.36925462,0.197,0.087,0
ENSG00000105438,KDELR1,CD14_CD16_monocytes,0,0.369091035,0.44,0.284,0
ENSG00000138119,MYOF,CD14_CD16_monocytes,0,0.368902367,0.154,0.019,0
ENSG00000102032,RENBP,CD14_CD16_monocytes,0,0.36876298,0.19,0.042,0
ENSG00000065615,CYB5R4,CD14_CD16_monocytes,0,0.367910282,0.273,0.123,0
ENSG00000173193,PARP14,CD14_CD16_monocytes,0,0.367090177,0.339,0.171,0
ENSG00000187193,MT1X,CD14_CD16_monocytes,0,0.366282285,0.275,0.149,0
ENSG00000010671,BTK,CD14_CD16_monocytes,0,0.366172602,0.243,0.066,0
ENSG00000173660,UQCRH,CD14_CD16_monocytes,0,0.365756368,0.732,0.606,0
ENSG00000170027,YWHAG,CD14_CD16_monocytes,0,0.365565329,0.267,0.102,0
ENSG00000176463,SLCO3A1,CD14_CD16_monocytes,0,0.36456212,0.241,0.092,0
ENSG00000138744,NAAA,CD14_CD16_monocytes,0,0.363897284,0.333,0.176,0
ENSG00000188921,HACD4,CD14_CD16_monocytes,0,0.363303833,0.444,0.232,0
ENSG00000159399,HK2,CD14_CD16_monocytes,0,0.363266926,0.142,0.011,0
ENSG00000140836,ZFHX3,CD14_CD16_monocytes,0,0.362909686,0.153,0.016,0
ENSG00000188641,DPYD,CD14_CD16_monocytes,0,0.362747949,0.495,0.306,0
ENSG00000112561,TFEB,CD14_CD16_monocytes,0,0.362701446,0.224,0.079,0
ENSG00000115677,HDLBP,CD14_CD16_monocytes,0,0.361427275,0.342,0.169,0
ENSG00000138678,GPAT3,CD14_CD16_monocytes,0,0.361367385,0.134,0.021,0
ENSG00000166401,SERPINB8,CD14_CD16_monocytes,0,0.360706462,0.164,0.03,0
ENSG00000215440,NPEPL1,CD14_CD16_monocytes,0,0.359747539,0.2,0.062,0
ENSG00000075785,RAB7A,CD14_CD16_monocytes,0,0.359128305,0.545,0.399,0
ENSG00000175029,CTBP2,CD14_CD16_monocytes,0,0.358949591,0.208,0.053,0
ENSG00000150782,IL18,CD14_CD16_monocytes,0,0.3588395,0.141,0.012,0
ENSG00000138760,SCARB2,CD14_CD16_monocytes,0,0.357971295,0.214,0.068,0
ENSG00000117425,PTCH2,CD14_CD16_monocytes,0,0.357915071,0.135,0.034,0
ENSG00000130985,UBA1,CD14_CD16_monocytes,0,0.357862847,0.36,0.205,0
ENSG00000129625,REEP5,CD14_CD16_monocytes,0,0.357847924,0.481,0.324,0
ENSG00000107745,MICU1,CD14_CD16_monocytes,0,0.357420024,0.248,0.093,0
ENSG00000095380,NANS,CD14_CD16_monocytes,0,0.357016559,0.231,0.082,0
ENSG00000173171,MTX1,CD14_CD16_monocytes,0,0.356714343,0.25,0.113,0
ENSG00000204131,NHSL2,CD14_CD16_monocytes,0,0.355389434,0.166,0.031,0
ENSG00000124762,CDKN1A,CD14_CD16_monocytes,0,0.355271881,0.238,0.065,0
ENSG00000213639,PPP1CB,CD14_CD16_monocytes,0,0.355139619,0.352,0.198,0
ENSG00000123338,NCKAP1L,CD14_CD16_monocytes,0,0.354329294,0.466,0.279,0
ENSG00000147202,DIAPH2,CD14_CD16_monocytes,0,0.353009833,0.231,0.082,0
ENSG00000092036,HAUS4,CD14_CD16_monocytes,0,0.352862126,0.229,0.1,0
ENSG00000174004,NRROS,CD14_CD16_monocytes,0,0.352296785,0.234,0.08,0
ENSG00000137509,PRCP,CD14_CD16_monocytes,0,0.352255315,0.263,0.116,0
ENSG00000102218,RP2,CD14_CD16_monocytes,0,0.351942023,0.186,0.046,0
ENSG00000163512,AZI2,CD14_CD16_monocytes,0,0.351362397,0.265,0.12,0
ENSG00000163719,MTMR14,CD14_CD16_monocytes,0,0.351328807,0.316,0.17,0
ENSG00000070190,DAPP1,CD14_CD16_monocytes,0,0.351191612,0.288,0.106,0
ENSG00000141905,NFIC,CD14_CD16_monocytes,0,0.350997286,0.255,0.109,0
ENSG00000095015,MAP3K1,CD14_CD16_monocytes,0,0.350057199,0.375,0.205,0
ENSG00000184232,OAF,CD14_CD16_monocytes,0,0.349786481,0.142,0.009,0
ENSG00000165959,CLMN,CD14_CD16_monocytes,0,0.349646164,0.144,0.016,0
ENSG00000108582,CPD,CD14_CD16_monocytes,0,0.349611897,0.252,0.126,0
ENSG00000116514,RNF19B,CD14_CD16_monocytes,0,0.348925446,0.152,0.031,0
ENSG00000117115,PADI2,CD14_CD16_monocytes,0,0.348362172,0.102,0.003,0
ENSG00000136521,NDUFB5,CD14_CD16_monocytes,0,0.348186065,0.361,0.208,0
ENSG00000166913,YWHAB,CD14_CD16_monocytes,0,0.347927743,0.849,0.74,0
ENSG00000185591,SP1,CD14_CD16_monocytes,0,0.347763173,0.219,0.077,0
ENSG00000082074,FYB1,CD14_CD16_monocytes,0,0.347606502,0.849,0.715,0
ENSG00000075420,FNDC3B,CD14_CD16_monocytes,0,0.347358887,0.231,0.091,0
ENSG00000115286,NDUFS7,CD14_CD16_monocytes,0,0.346288364,0.502,0.35,0
ENSG00000089041,P2RX7,CD14_CD16_monocytes,0,0.345885429,0.16,0.032,0
ENSG00000181817,LSM10,CD14_CD16_monocytes,0,0.345683069,0.364,0.22,0
ENSG00000158470,B4GALT5,CD14_CD16_monocytes,0,0.345524527,0.16,0.05,0
ENSG00000091436,MAP3K20,CD14_CD16_monocytes,0,0.344640753,0.148,0.02,0
ENSG00000112308,C6orf62,CD14_CD16_monocytes,0,0.34419916,0.273,0.117,0
ENSG00000123349,PFDN5,CD14_CD16_monocytes,0,0.343626518,0.932,0.888,0
ENSG00000082996,RNF13,CD14_CD16_monocytes,0,0.343587653,0.328,0.179,0
ENSG00000101493,ZNF516,CD14_CD16_monocytes,0,0.343532733,0.14,0.02,0
ENSG00000172932,ANKRD13D,CD14_CD16_monocytes,0,0.342709809,0.399,0.245,0
ENSG00000243646,IL10RB,CD14_CD16_monocytes,0,0.342605688,0.257,0.126,0
ENSG00000165312,OTUD1,CD14_CD16_monocytes,0,0.342353125,0.121,0.03,0
ENSG00000142512,SIGLEC10,CD14_CD16_monocytes,0,0.342089747,0.169,0.041,0
ENSG00000068323,TFE3,CD14_CD16_monocytes,0,0.341255275,0.191,0.061,0
ENSG00000161638,ITGA5,CD14_CD16_monocytes,0,0.340778012,0.234,0.088,0
ENSG00000005238,FAM214B,CD14_CD16_monocytes,0,0.340714465,0.162,0.034,0
ENSG00000175857,GAPT,CD14_CD16_monocytes,0,0.339390222,0.155,0.039,0
ENSG00000238113,LINC01410,CD14_CD16_monocytes,0,0.338801862,0.129,0.019,0
ENSG00000109113,RAB34,CD14_CD16_monocytes,0,0.336991395,0.166,0.03,0
ENSG00000163565,IFI16,CD14_CD16_monocytes,0,0.336889638,0.481,0.328,0
ENSG00000165097,KDM1B,CD14_CD16_monocytes,0,0.336793053,0.17,0.045,0
ENSG00000105887,MTPN,CD14_CD16_monocytes,0,0.336546446,0.628,0.419,0
ENSG00000168256,NKIRAS2,CD14_CD16_monocytes,0,0.336088685,0.207,0.071,0
ENSG00000124766,SOX4,CD14_CD16_monocytes,0,0.335964138,0.153,0.032,0
ENSG00000183978,COA3,CD14_CD16_monocytes,0,0.33571623,0.312,0.161,0
ENSG00000271383,NBPF19,CD14_CD16_monocytes,0,0.335624445,0.215,0.079,0
ENSG00000136205,TNS3,CD14_CD16_monocytes,0,0.3351728,0.141,0.014,0
ENSG00000139433,GLTP,CD14_CD16_monocytes,0,0.335118898,0.285,0.152,0
